	D36E_Col	D36E_Kb	D36E_FC	D36E_DEG	OG	KO.id	KO.description
PSPTO_3193	6.6517240270607	6.89692708872069	-0.24520306165999	nonDEG	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
PSPTO_3194	0.0508200601831438	2.22893713181478	-2.17811707163164	nonDEG	OG0000179	K07481	transposase
PSPTO_3195	6.90766892786753	7.89748733986114	-0.98981841199361	nonDEG	OG0000053	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
PSPTO_3196	3.88173170102435	4.65678065709822	-0.77504895607387	nonDEG	OG0000006		
PSPTO_3197	1.40853667935812	2.42180461110104	-1.01326793174292	nonDEG	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
PSPTO_3198	4.26135789856573	3.29485423605293	0.9665036625128	nonDEG	OG0002521		
PSPTO_3199	5.30849193773221	5.42981664796243	-0.12132471023022	nonDEG	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
PSPTO_3202	0.916078570042256	1.98457427258129	-1.06849570253903	nonDEG	OG0000392	K00459	ncd2; nitronate monooxygenase [EC:1.13.12.16]
PSPTO_3204	2.86117242460154	2.09959783441197	0.76157459018957	nonDEG	OG0000638	K10218	ligK; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
PSPTO_3205	2.05756423808442	3.87965411162325	-1.82208987353883	nonDEG	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
PSPTO_3210	1.55361207100871	3.1668655440549	-1.61325347304619	nonDEG	OG0000569	K15125	fhaB; filamentous hemagglutinin
PSPTO_3217	1.19013392487108	0.587670156587284	0.602463768283796	nonDEG			
PSPTO_3218	3.1412979608774	3.74448382176355	-0.60318586088615	nonDEG	OG0000569	K15125	fhaB; filamentous hemagglutinin
PSPTO_3220	6.27346051746299	6.99286257162043	-0.71940205415744	nonDEG	OG0000138		
PSPTO_3222	4.1142685892989	2.11284674488063	2.00142184441827	nonDEG			
PSPTO_3226	4.42538151825062	6.0389417171327	-1.61356019888208	down			
PSPTO_3228	1.33507510360773	4.44684575214542	-3.11177064853769	down			
PSPTO_3229	8.51270190440358	11.2480307726775	-2.73532886827392	down	OG0000569	K15125	fhaB; filamentous hemagglutinin
PSPTO_3230	5.83902514961606	9.02663737564416	-3.1876122260281	down	OG0001494	K11017	shlB; hemolysin activation/secretion protein
PSPTO_3231	2.92875750655611	4.16441698681364	-1.23565948025753	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3232	5.74361380065456	6.40337905122718	-0.65976525057262	nonDEG	OG0002499	K06991	uncharacterized protein
PSPTO_3233	6.56753137686013	6.87882312579266	-0.31129174893253	nonDEG	OG0003306	K01295	cpg; glutamate carboxypeptidase [EC:3.4.17.11]
PSPTO_3234	6.32405926537483	5.95259204898748	0.37146721638735	nonDEG	OG0000619	K03321	TC.SULP; sulfate permease, SulP family
PSPTO_3236	1.53373577748072	5.07251431762092	-3.5387785401402	down			
PSPTO_3237	8.14652091220042	7.57570361817484	0.570817294025581	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3238	0.417506795080056	3.12444741483229	-2.70694061975223	down	OG0003760	K03832	tonB; periplasmic protein TonB
PSPTO_3240	2.78520050969616	1.74848450440456	1.0367160052916	nonDEG	OG0000224	K03562	tolQ; biopolymer transport protein TolQ
PSPTO_3241	1.94112368451994	1.42216458948526	0.51895909503468	nonDEG	OG0003276	K01083	E3.1.3.8; 3-phytase [EC:3.1.3.8]
PSPTO_3242	4.79912232907857	4.72984429320042	0.06927803587815	nonDEG	OG0000240		
PSPTO_3243	1.04645648188777	3.93199223862024	-2.88553575673247	down	OG0004834		
PSPTO_3244	1.27845218395988	2.88179335736156	-1.60334117340168	nonDEG	OG0004833		
PSPTO_3245	6.17958254616063	5.02354738861617	1.15603515754446	up	OG0001222		
PSPTO_3246	6.67039104285056	4.58525301575567	2.08513802709489	up	OG0002902		
PSPTO_3247	3.75821662640856	2.55032988773657	1.20788673867199	nonDEG	OG0004917		
PSPTO_3248	5.28308164238883	4.75277804097248	0.53030360141635	nonDEG	OG0002757	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
PSPTO_3249	1.77435971314972	2.09999563108853	-0.32563591793881	nonDEG	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
PSPTO_3250	2.0954728100167	4.21968668828918	-2.12421387827248	nonDEG	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
PSPTO_3251	3.21095506518622	3.75322666071805	-0.54227159553183	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_3252	4.5338846232404	3.10108158098992	1.43280304225048	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_3253	1.59718683266416	3.41040313301956	-1.8132163003554	nonDEG	OG0004918	K22110	kdgM; oligogalacturonate-specific porin family protein
PSPTO_3254	6.03183148044485	5.52484150419533	0.506989976249519	nonDEG	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
PSPTO_3256	6.60540507556339	7.15179876895896	-0.54639369339557	nonDEG	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
PSPTO_3257	2.38543016859681	4.49470275270984	-2.10927258411303	down	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
PSPTO_3258	3.74745158473768	5.09173325481498	-1.3442816700773	nonDEG	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
PSPTO_3259	7.39700362289607	7.76540648316973	-0.36840286027366	nonDEG	OG0001514	K08303	putative protease [EC:3.4.-.-]
PSPTO_3260	3.37334075684375	3.04975449928705	0.3235862575567	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
PSPTO_3261	3.95653296123772	3.55068241685185	0.40585054438587	nonDEG			
PSPTO_3262	7.07017942542214	5.14596887405271	1.92421055136943	up	OG0000197	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
PSPTO_3263	3.55642060058426	2.62483109427213	0.93158950631213	nonDEG	OG0002373	K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
PSPTO_3264	7.17671537748366	4.23032680407098	2.94638857341268	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_3265	6.6966619832913	6.15645484284273	0.54020714044857	nonDEG	OG0000807		
PSPTO_3266	5.98137206746118	6.45203146679025	-0.47065939932907	nonDEG	OG0000646	K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]
PSPTO_3267	3.34889559133127	5.00708422037886	-1.65818862904759	nonDEG	OG0000647	K02038	pstA; phosphate transport system permease protein
PSPTO_3268	4.91807311429602	3.92227799720708	0.995795117088941	nonDEG	OG0001588	K02037	pstC; phosphate transport system permease protein
PSPTO_3269	7.54853674529781	6.69372911575661	0.8548076295412	nonDEG	OG0001687	K02040	pstS; phosphate transport system substrate-binding protein
PSPTO_3270	13.595386411794	10.5422536280704	3.0531327837236	up			
PSPTO_3271	9.47733038269172	5.49891083688144	3.97841954581028	up			
PSPTO_3272	6.94618302464902	8.24311745534908	-1.29693443070006	down	OG0002934		
PSPTO_3273	2.84808606089704	3.21302212030557	-0.36493605940853	nonDEG	OG0004050		
PSPTO_3275	3.26969706734151	3.40046427695943	-0.13076720961792	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3277	5.01898717211963	4.06966055079106	0.94932662132857	nonDEG	OG0004529	K07120	uncharacterized protein
PSPTO_3278	5.33484824153694	6.20624896114664	-0.8714007196097	nonDEG	OG0002051	K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
PSPTO_3279	3.84747793218694	4.69915043056752	-0.85167249838058	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3280	3.75464092709647	4.2930480242459	-0.53840709714943	nonDEG	OG0001778	K00865	glxK; glycerate 2-kinase [EC:2.7.1.165]
PSPTO_3281	3.29490693501316	4.11893489725975	-0.82402796224659	nonDEG	OG0000457	K02647	cdaR; carbohydrate diacid regulator
PSPTO_3282	8.30535268117323	8.66585838595071	-0.360505704777479	nonDEG	OG0000913	K03928	yvaK; carboxylesterase [EC:3.1.1.1]
PSPTO_3283	6.26526703174219	4.58725488496519	1.678012146777	up	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
PSPTO_3284	4.89606833836259	2.14296396683399	2.7531043715286	up	OG0000080		
PSPTO_3285	5.09070388812721	3.74569978345677	1.34500410467044	nonDEG	OG0001756	K01706	gudD; glucarate dehydratase [EC:4.2.1.40]
PSPTO_3286	4.91751545271255	5.2608009300884	-0.34328547737585	nonDEG	OG0001688		
PSPTO_3287	5.86219835806261	5.22578485188904	0.63641350617357	nonDEG	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
PSPTO_3288	12.3323671961935	6.37323211843166	5.95913507776184	up	OG0002661		
PSPTO_3289	10.5082771304896	1.01085556538068	9.49742156510892	up	OG0006422		
PSPTO_3290	7.49727760034045	3.17688909969013	4.32038850065032	up	OG0000040		
PSPTO_3291	0.7344383965912	5.44660893388061	-4.71217053728941	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3292	2.53969014169641	5.13060341840172	-2.59091327670531	down			
PSPTO_3293	5.83612451268135	5.20859411248472	0.62753040019663	nonDEG			
PSPTO_3294	5.03216899567381	4.19047295874021	0.8416960369336	nonDEG	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_3295	5.50726404565512	5.45182149872869	0.0554425469264297	nonDEG	OG0001565	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
PSPTO_3296	4.94733082025172	4.90601682756454	0.0413139926871802	nonDEG	OG0001652	K21990	yfdC; formate-nitrite transporter family protein
PSPTO_3297	7.04715702534157	5.04855011667576	1.99860690866581	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_3298	6.58463270901255	6.11250770082153	0.47212500819102	nonDEG	OG0002705		
PSPTO_3299	1.64282033689563	4.05604030726425	-2.41321997036862	down	OG0002632		
PSPTO_3300	3.83880334257651	4.37434181276263	-0.53553847018612	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_3301	2.67191213027534	3.35677535849123	-0.68486322821589	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_3302	3.85977612833627	5.07036174236272	-1.21058561402645	nonDEG	OG0000459	K18303	mexK; multidrug efflux pump
PSPTO_3304	3.73430908422824	3.76799114292082	-0.0336820586925799	nonDEG	OG0000377		
PSPTO_3305	3.24605757488362	5.69879264925085	-2.45273507436723	down			
PSPTO_3306	4.25407072658849	4.47235239319394	-0.21828166660545	nonDEG	OG0000346	K06999	phospholipase/carboxylesterase
PSPTO_3307	5.92069932760842	5.97208468311154	-0.0513853555031201	nonDEG	OG0000414	K02666	pilQ; type IV pilus assembly protein PilQ
PSPTO_3308	3.91262986794391	3.95275880778022	-0.0401289398363098	nonDEG	OG0004813	K02463	gspN; general secretion pathway protein N
PSPTO_3309	3.41512386835088	5.15238120644783	-1.73725733809695	down	OG0004812	K02462	gspM; general secretion pathway protein M
PSPTO_3310	3.34706043998096	5.43136429668328	-2.08430385670232	down	OG0004811	K02461	gspL; general secretion pathway protein L
PSPTO_3311	4.73634172600708	4.57377603713874	0.16256568886834	nonDEG	OG0004810	K02460	gspK; general secretion pathway protein K
PSPTO_3312	1.23022053432927	0.231140016434146	0.999080517895124	nonDEG	OG0004809	K02459	gspJ; general secretion pathway protein J
PSPTO_3313	2.95405298240102	3.19824513151342	-0.2441921491124	nonDEG	OG0005821		
PSPTO_3314	2.73505086531785	3.14578445834419	-0.41073359302634	nonDEG	OG0004808	K02457	gspH; general secretion pathway protein H
PSPTO_3315	1.91446632173805	3.17652186256476	-1.26205554082671	nonDEG	OG0000206	K02456	gspG; general secretion pathway protein G
PSPTO_3316	6.25313192819466	6.13653490406075	0.11659702413391	nonDEG	OG0000256	K02455	gspF; general secretion pathway protein F
PSPTO_3317	6.07044277945355	6.33813021135021	-0.26768743189666	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_3318	3.48486353641118	3.11304884400943	0.37181469240175	nonDEG	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
PSPTO_3319	5.86342639510003	6.02914175319627	-0.16571535809624	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
PSPTO_3321	1.45611240513975	3.352411555651	-1.89629915051125	nonDEG	OG0000354	K03823	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
PSPTO_3322	1.76603814715485	2.75669259978373	-0.99065445262888	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3323	6.50679107090747	4.50549504181171	2.00129602909576	up	OG0000684	K13877	aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
PSPTO_3327	6.3270706091213	5.41629476099893	0.91077584812237	nonDEG	OG0001900	K02846	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]
PSPTO_3328	6.73294808373195	7.44913613980459	-0.716188056072641	nonDEG	OG0000314	K12340	tolC; outer membrane protein
PSPTO_3329	2.75715438549841	5.94426080205295	-3.18710641655454	down	OG0000315	K12542	lapC; membrane fusion protein, adhesin transport system
PSPTO_3330	5.93182378871177	6.76044306639666	-0.82861927768489	nonDEG	OG0002618	K12536	hasD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase
PSPTO_3331	5.27332636317083	4.4848666305703	0.78845973260053	nonDEG	OG0005839		
PSPTO_3332	6.6655483854164	6.19921783741083	0.46633054800557	nonDEG	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
PSPTO_3333	10.0261663610709	9.27836339822331	0.74780296284759	nonDEG	OG0001389	K19416	yccA; modulator of FtsH protease
PSPTO_3334	7.18606901571916	6.43104132494428	0.75502769077488	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3335	1.59930560520035	1.79690598769557	-0.19760038249522	nonDEG	OG0002985	K02020	modA; molybdate transport system substrate-binding protein
PSPTO_3337	7.28535557717663	5.01052110044571	2.27483447673092	up			
PSPTO_3338	5.27246686497126	5.5967314068646	-0.32426454189334	nonDEG	OG0002606	K07235	tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
PSPTO_3339	2.69406898064653	2.85197900044102	-0.15791001979449	nonDEG	OG0002910	K07236	tusC; tRNA 2-thiouridine synthesizing protein C
PSPTO_3340	2.04556236133008	2.7858785668094	-0.74031620547932	nonDEG	OG0002909	K07237	tusB; tRNA 2-thiouridine synthesizing protein B
PSPTO_3341	4.51023926805864	5.34199294893992	-0.83175368088128	nonDEG	OG0002605	K11179	tusE; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]
PSPTO_3342	5.36463856436223	6.81589614838858	-1.45125758402635	down	OG0002140	K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
PSPTO_3343	7.94996106521764	5.04867018521605	2.90129088000159	up	OG0001949	K07393	ECM4; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
PSPTO_3344	4.93473706336753	6.25781602779011	-1.32307896442258	down	OG0000221	K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
PSPTO_3345	7.04332386306799	7.26439055301983	-0.221066689951839	nonDEG	OG0000803	K01875	SARS; seryl-tRNA synthetase [EC:6.1.1.11]
PSPTO_3346	4.29569214321122	5.37299702428943	-1.07730488107821	nonDEG	OG0000533	K06199	crcB; fluoride exporter
PSPTO_3347	7.76261635679017	8.32469914736934	-0.56208279057917	nonDEG	OG0000802	K07478	ycaJ; putative ATPase
PSPTO_3348	5.11848557661511	5.80459704144047	-0.68611146482536	nonDEG	OG0001504	K03634	lolA; outer membrane lipoprotein carrier protein
PSPTO_3349	9.00566420677799	9.75782912358974	-0.752164916811751	nonDEG	OG0000389	K03466	ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
PSPTO_3350	4.38269725176733	4.87969623227845	-0.49699898051112	nonDEG	OG0001386	K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]
PSPTO_3351	8.00853212868544	7.73699538020022	0.27153674848522	nonDEG	OG0001948	K21420	bpt; leucyl-tRNA---protein transferase [EC:2.3.2.29]
PSPTO_3352	8.44892737782118	9.86457004243443	-1.41564266461325	down	OG0000801	K02518	infA; translation initiation factor IF-1
PSPTO_3353	12.3774741603716	10.7737923575826	1.603681802789	up	OG0001764	K03694	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
PSPTO_3354	8.12207061491038	6.84761601208581	1.27445460282457	up	OG0001263	K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS
PSPTO_3355	9.19204358353141	8.24827445913958	0.94376912439183	nonDEG	OG0000042	K03704	cspA; cold shock protein (beta-ribbon, CspA family)
PSPTO_3356	11.1450870768541	10.4388786733276	0.706208403526499	nonDEG	OG0001503	K00031	IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
PSPTO_3357	3.74079770002025	2.69887324593854	1.04192445408171	nonDEG	OG0001149	K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]
PSPTO_3358	6.79920331844202	7.49137024182676	-0.692166923384741	nonDEG	OG0000800	K00566	mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
PSPTO_3359	5.86490735968804	7.09761954041817	-1.23271218073013	down	OG0002138	K07153	hflD; high frequency lysogenization protein
PSPTO_3360	9.5083672030092	9.09459639374155	0.41377080926765	nonDEG	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]
PSPTO_3361	5.50884194790616	6.14397964382012	-0.63513769591396	nonDEG	OG0001947	K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
PSPTO_3362	2.34359516416068	3.56828813605503	-1.22469297189435	nonDEG	OG0000195	K02348	elaA; ElaA protein
PSPTO_3363	5.67541835664204	6.49593148268709	-0.82051312604505	nonDEG	OG0003267		
PSPTO_3364	9.09491174073259	5.58356423735599	3.5113475033766	up	OG0001262	K01637	E4.1.3.1; isocitrate lyase [EC:4.1.3.1]
PSPTO_3365	8.40633170552679	8.90710975880962	-0.500778053282829	nonDEG	OG0001384	K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
PSPTO_3366	8.65299611744559	7.90043219155454	0.752563925891049	nonDEG	OG0001383	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
PSPTO_3367	9.41031477741598	9.22226783454778	0.188046942868199	nonDEG	OG0001382	K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]
PSPTO_3368	6.91815536868213	6.08953185153589	0.82862351714624	nonDEG	OG0000799	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
PSPTO_3369	7.9003439679536	7.79843340486476	0.101910563088841	nonDEG	OG0001381	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
PSPTO_3370	9.94181728424667	9.37501622501484	0.56680105923183	nonDEG	OG0001380	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
PSPTO_3371	7.56600256066127	7.70465799235337	-0.1386554316921	nonDEG	OG0001379	K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
PSPTO_3372	8.52358677999686	8.32398751636012	0.19959926363674	nonDEG	OG0001261	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
PSPTO_3373	5.38206074221273	5.31753430517962	0.06452643703311	nonDEG	OG0001378	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
PSPTO_3374	5.74301983243591	5.57007742084012	0.17294241159579	nonDEG	OG0001377	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
PSPTO_3375	6.67491404527723	8.35462342012344	-1.67970937484621	down	OG0001260	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
PSPTO_3376	6.79708257651681	7.60776938717342	-0.81068681065661	nonDEG	OG0001376	K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
PSPTO_3377	7.18007721094232	9.46456104774898	-2.28448383680666	down	OG0001375	K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
PSPTO_3378	4.1718942311718	4.05489976543825	0.11699446573355	nonDEG	OG0000431		
PSPTO_3379	5.93188327063933	5.92072391118954	0.0111593594497901	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3380	7.23370930215472	6.54435218195044	0.68935712020428	nonDEG	OG0003073		
PSPTO_3381	7.27116548889697	3.93302799795445	3.33813749094252	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
