	Pto_Col	Pto_Kb	Pto_FC	Pto_DEG	OG	KO.id	KO.description
PSPTO_3640	3.17143522	3.162301989	0.009133231	nonDEG	OG0004143		
PSPTO_3641	2.438274381	3.843754462	-1.405480081	down	OG0000186	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
PSPTO_3644	2.47541841	3.241281617	-0.765863207	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_3645	8.25217333	9.393372744	-1.141199414	down	OG0001251	K09747	uncharacterized protein
PSPTO_3646	9.408176517	9.64870031	-0.240523793	nonDEG	OG0000783	K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
PSPTO_3647	3.199199426	4.446148454	-1.246949028	down	OG0003228		
PSPTO_3648	3.283126235	3.552084197	-0.268957962	nonDEG	OG0002690	K01114	plc; phospholipase C [EC:3.1.4.3]
PSPTO_3650	6.525036487	8.660535315	-2.135498828	down	OG0002449	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family
PSPTO_3654	3.085849801	2.492875192	0.59297461	nonDEG	OG0001850	K00657	speG; diamine N-acetyltransferase [EC:2.3.1.57]
PSPTO_3655	5.634407061	5.447586535	0.186820525	nonDEG	OG0002586		
PSPTO_3656	5.870306511	5.236017388	0.634289123	nonDEG	OG0000692	K01972	E6.5.1.2; DNA ligase (NAD+) [EC:6.5.1.2]
PSPTO_3657	8.033824964	8.330535174	-0.29671021	nonDEG	OG0001923	K03528	zipA; cell division protein ZipA
PSPTO_3658	7.528058972	7.405307368	0.122751604	nonDEG	OG0001250	K03529	smc; chromosome segregation protein
PSPTO_3659	6.898297845	7.570493104	-0.67219526	nonDEG	OG0002883		
PSPTO_3660	5.7113897	8.297513628	-2.586123928	down	OG0002585	K13481	xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]
PSPTO_3661	6.549199564	8.924825477	-2.375625913	down	OG0002341	K13482	xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]
PSPTO_3662	5.954063735	7.194147772	-1.240084037	down	OG0002584	K07402	xdhC; xanthine dehydrogenase accessory factor
PSPTO_3663	6.715319803	7.509508619	-0.794188816	nonDEG	OG0001619	K01487	E3.5.4.3; guanine deaminase [EC:3.5.4.3]
PSPTO_3664	6.760252634	7.276243143	-0.515990508	nonDEG	OG0000028	K11475	"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
PSPTO_3665	3.863790735	4.744600766	-0.88081003	nonDEG	OG0001139	K07127	uraH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]
PSPTO_3666	6.492734565	6.643012354	-0.150277789	nonDEG	OG0001628	K16842	hpxB; allantoinase [EC:3.5.2.5]
PSPTO_3667	5.645307225	5.54756373	0.097743495	nonDEG	OG0001937	K13485	PRHOXNB; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
PSPTO_3668	6.59861551	6.886224526	-0.287609016	nonDEG	OG0002890	K01477	alc; allantoicase [EC:3.5.3.4]
PSPTO_3669	4.302769261	3.891569393	0.411199868	nonDEG	OG0002349	K01483	allA; ureidoglycolate lyase [EC:4.3.2.3]
PSPTO_3670	6.546900479	7.279269897	-0.732369418	nonDEG	OG0002889		
PSPTO_3671	5.099311957	5.390960217	-0.29164826	nonDEG	OG0001752		
PSPTO_3672	5.768004573	5.520205363	0.247799209	nonDEG	OG0001298	K09781	uncharacterized protein
PSPTO_3674	4.286862743	4.521331672	-0.234468929	nonDEG	OG0000027	K03719	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
PSPTO_3675	4.210358744	3.0787002	1.131658544	nonDEG	OG0000706	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
PSPTO_3676	3.727448638	4.564132058	-0.83668342	nonDEG	OG0003668		
PSPTO_3677	4.593143616	4.771233744	-0.178090128	nonDEG	OG0001729		
PSPTO_3678	6.357811425	6.438802526	-0.080991101	nonDEG	OG0000254		
PSPTO_3680	6.510991896	6.688499927	-0.177508031	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3682	3.404293332	3.374101105	0.030192227	nonDEG	OG0002531		
PSPTO_3683	4.120227389	5.438032145	-1.317804757	down	OG0001683		
PSPTO_3685	4.169987136	4.583958395	-0.413971258	nonDEG	OG0006421	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3686	3.704185718	4.536506957	-0.83232124	nonDEG	OG0000571		
PSPTO_3687	5.469404837	5.032693842	0.436710995	nonDEG	OG0000697		
PSPTO_3688	5.361833535	6.454684458	-1.092850923	down	OG0003285		
PSPTO_3689	6.220220806	7.189080802	-0.968859996	nonDEG	OG0001871	K06876	deoxyribodipyrimidine photolyase-related protein
PSPTO_3690	5.059421853	6.50622794	-1.446806087	down	OG0004909		
PSPTO_3691	6.000712321	7.325348351	-1.32463603	down	OG0003493		
PSPTO_3692	8.225357316	4.549039216	3.676318101	up	OG0000198	K16088	TC.FEV.OM1; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
PSPTO_3693	6.278481489	6.558975209	-0.28049372	nonDEG			
PSPTO_3694	5.638803669	5.459372316	0.179431353	nonDEG	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
PSPTO_3695	5.427481589	5.178829879	0.24865171	nonDEG	OG0000069	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
PSPTO_3696	5.311771369	6.159817844	-0.848046475	nonDEG	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
PSPTO_3698	4.726380898	5.137859639	-0.411478741	nonDEG	OG0000417	K09017	rutR; TetR/AcrR family transcriptional regulator
PSPTO_3699	5.33916919	6.105371381	-0.766202191	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3700	7.76084528	7.439810245	0.321035035	nonDEG	OG0000227	K06221	"dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]"
PSPTO_3701	4.656496114	4.188350368	0.468145745	nonDEG	OG0001248	K16074	zntB; zinc transporter
PSPTO_3702	3.567142954	3.182890138	0.384252817	nonDEG	OG0000398	K03306	"TC.PIT; inorganic phosphate transporter, PiT family"
PSPTO_3703	4.418079147	5.134644733	-0.716565586	nonDEG	OG0000117	K03543	"emrA; membrane fusion protein, multidrug efflux system"
PSPTO_3704	4.659041172	6.078125267	-1.419084095	down	OG0002356		
PSPTO_3705	6.750913373	6.79540538	-0.044492007	nonDEG	OG0001155	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
PSPTO_3706	5.034224933	5.140281432	-0.106056499	nonDEG	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
PSPTO_3707	6.018382042	6.270666411	-0.252284369	nonDEG	OG0003448		
PSPTO_3708	6.279413507	6.382225259	-0.102811752	nonDEG	OG0000434	K19784	"chrR; chromate reductase, NAD(P)H dehydrogenase (quinone)"
PSPTO_3709	8.561133252	10.97353491	-2.412401657	down	OG0003442		
PSPTO_3710	4.749826113	3.99340744	0.756418673	nonDEG	OG0002709	K16704	"rffC; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
PSPTO_3711	7.898551631	7.700797532	0.197754099	nonDEG	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
PSPTO_3712	5.721216164	4.58423485	1.136981314	up	OG0000558	K03469	rnhA; ribonuclease HI [EC:3.1.26.4]
PSPTO_3713	4.95281271	5.32114561	-0.3683329	nonDEG	OG0002461		
PSPTO_3714	7.586970161	8.309402738	-0.722432576	nonDEG	OG0001828	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
PSPTO_3715	9.740895131	10.0513698	-0.31047467	nonDEG	OG0000557	K08307	mltD; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
PSPTO_3716	7.85142333	7.758777817	0.092645513	nonDEG	OG0000419	K13893	yejA; microcin C transport system substrate-binding protein
PSPTO_3717	7.860176004	7.083468967	0.776707036	nonDEG	OG0000419	K13893	yejA; microcin C transport system substrate-binding protein
PSPTO_3718	6.374553947	5.671868386	0.702685561	nonDEG	OG0001009	K13894	yejB; microcin C transport system permease protein
PSPTO_3719	6.321372108	5.682761418	0.638610689	nonDEG	OG0001008	K13895	yejE; microcin C transport system permease protein
PSPTO_3720	7.86232131	7.032602992	0.829718318	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_3721	8.978679446	8.483673918	0.495005528	nonDEG	OG0001872	K00208	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
PSPTO_3722	8.513394864	7.398953801	1.114441063	up	OG0000093	K03769	ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
PSPTO_3723	9.928477669	11.41970637	-1.491228704	down	OG0000074	K03530	hupB; DNA-binding protein HU-beta
PSPTO_3724	10.86024494	9.936383498	0.923861444	nonDEG	OG0000288	K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]
PSPTO_3725	9.604162101	9.799965181	-0.195803079	nonDEG	OG0000705	K03544	clpX; ATP-dependent Clp protease ATP-binding subunit ClpX
PSPTO_3726	10.0913027	9.539261586	0.552041116	nonDEG	OG0000451	K01358	"clpP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
PSPTO_3727	11.89619618	10.38678999	1.509406189	up	OG0001005	K03545	tig; trigger factor
PSPTO_3728	2.398447226	1.814582989	0.583864236	nonDEG			
PSPTO_3729	8.3026713	8.476208365	-0.173537065	nonDEG			
PSPTO_3730	3.306409158	3.635112644	-0.328703486	nonDEG			
PSPTO_3732	2.123022568	2.602682364	-0.479659796	nonDEG			
PSPTO_3733	9.882032493	10.23813643	-0.35610394	nonDEG	OG0000576	K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
PSPTO_3735	5.410604711	5.93241275	-0.521808039	nonDEG	OG0002915	K17321	glpV; glycerol transport system substrate-binding protein
PSPTO_3738	1.691639606	1.239186109	0.452453496	nonDEG	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
PSPTO_3739	2.203456653	1.689312474	0.514144179	nonDEG	OG0002912	K17325	glpT; glycerol transport system ATP-binding protein
PSPTO_3740	3.280782415	1.565470536	1.71531188	nonDEG	OG0002911	K17324	glpS; glycerol transport system ATP-binding protein
PSPTO_3741	4.107467477	5.917936981	-1.810469504	down	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
PSPTO_3742	8.135064282	7.500606182	0.634458099	nonDEG	OG0001006	K01883	CARS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
PSPTO_3743	9.752839154	9.271266446	0.481572707	nonDEG	OG0001636	K01886	QARS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
PSPTO_3744	11.0190951	10.39196837	0.627126723	nonDEG	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
PSPTO_3745	6.636284968	5.380777215	1.255507753	up	OG0001502	K03269	"lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
PSPTO_3747	5.33065321	4.036892694	1.293760517	up	OG0000038	K03446	"emrB; MFS transporter, DHA2 family, multidrug resistance protein"
PSPTO_3748	5.887342472	3.574348823	2.312993649	up	OG0000117	K03543	"emrA; membrane fusion protein, multidrug efflux system"
PSPTO_3749	5.019065349	3.114817197	1.904248152	up	OG0000011	K06075	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
PSPTO_3750	6.744042569	6.852021578	-0.107979009	nonDEG	OG0001771	K06169	miaE; tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]
PSPTO_3751	6.190603016	6.117275678	0.073327338	nonDEG	OG0002612	K06938	uncharacterized protein
PSPTO_3752	11.18507144	10.77571184	0.409359602	nonDEG	OG0001769	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
PSPTO_3753	1.064053518	4.261113359	-3.197059841	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3754	1.925904089	5.187109666	-3.261205577	down	OG0004350		
PSPTO_3755	5.49646829	4.60160802	0.89486027	nonDEG	OG0002458		
PSPTO_3756	2.817766864	3.970987969	-1.153221106	nonDEG	OG0000259		
PSPTO_3757	10.75161142	10.69925066	0.052360758	nonDEG	OG0002152	K15371	GDH2; glutamate dehydrogenase [EC:1.4.1.2]
PSPTO_3758	4.734433874	4.595235128	0.139198746	nonDEG	OG0002384	K10221	"ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"
PSPTO_3759	8.056266922	8.811754119	-0.755487197	nonDEG	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
PSPTO_3760	3.734999325	4.444976868	-0.709977543	nonDEG	OG0000260		
PSPTO_3761	2.206291505	2.55644393	-0.350152425	nonDEG	OG0002151		
PSPTO_3762	4.401439385	4.998136203	-0.596696818	nonDEG	OG0001011	K07114	yfbK; Ca-activated chloride channel homolog
PSPTO_3763	5.778903689	6.562094604	-0.783190914	nonDEG	OG0002150	K07114	yfbK; Ca-activated chloride channel homolog
PSPTO_3764	6.919087263	7.305171844	-0.386084581	nonDEG	OG0001767		
PSPTO_3765	6.363004892	6.583708034	-0.220703142	nonDEG	OG0001508	K03547	sbcD; DNA repair protein SbcD/Mre11
PSPTO_3766	8.366955786	8.397879145	-0.030923359	nonDEG	OG0001266	K03546	sbcC; DNA repair protein SbcC/Rad50
PSPTO_3767	2.689451532	3.959921021	-1.270469489	down			
PSPTO_3768	7.175493184	6.277955267	0.897537917	nonDEG	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
PSPTO_3769	5.918137627	5.189171473	0.728966154	nonDEG	OG0003280		
PSPTO_3770	2.734602551	2.510961707	0.223640844	nonDEG	OG0002753		
PSPTO_3771	4.442131316	3.960020254	0.482111062	nonDEG	OG0000080		
PSPTO_3772	4.243023945	4.215707157	0.027316788	nonDEG	OG0002498	K13875	araC; L-arabonate dehydrase [EC:4.2.1.25]
PSPTO_3773	6.428402477	6.972131914	-0.543729437	nonDEG	OG0001332	K19776	"dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor"
PSPTO_3776	6.431175205	8.260150865	-1.82897566	down			
PSPTO_3777	5.299271189	6.223610793	-0.924339604	nonDEG	OG0000209	K07003	uncharacterized protein
PSPTO_3778	5.961318216	6.382946655	-0.42162844	nonDEG	OG0000537		
PSPTO_3779	3.524576392	3.98296201	-0.458385618	nonDEG	OG0001819		
PSPTO_3780	5.467195472	5.194712033	0.272483438	nonDEG	OG0002555		
PSPTO_3781	4.246029788	3.681124513	0.564905276	nonDEG	OG0003662		
PSPTO_3782	4.138233252	3.465114375	0.673118877	nonDEG	OG0002836	K08989	putative membrane protein
PSPTO_3783	5.369691093	6.157671234	-0.78798014	nonDEG	OG0005229		
PSPTO_3784	4.238585544	4.688783715	-0.450198171	nonDEG	OG0006709	K10716	kch; voltage-gated potassium channel
PSPTO_3785	3.142001662	1.348519569	1.793482092	nonDEG	OG0003161		
PSPTO_3786	6.216274158	6.073527504	0.142746654	nonDEG	OG0004495		
PSPTO_3787	6.380157762	6.58076637	-0.200608608	nonDEG	OG0005230	K09980	uncharacterized protein
PSPTO_3788	9.4163777	8.363940416	1.052437284	up	OG0000746	K01256	pepN; aminopeptidase N [EC:3.4.11.2]
PSPTO_3789	6.42233137	6.410382181	0.011949189	nonDEG	OG0002465		
PSPTO_3790	5.37101661	6.323953773	-0.952937163	nonDEG	OG0002713	K09916	uncharacterized protein
PSPTO_3791	4.798893492	5.054032926	-0.255139434	nonDEG	OG0002220	K02441	glpG; GlpG protein
PSPTO_3792	7.134752027	7.020789639	0.113962388	nonDEG	OG0002712		
PSPTO_3793	6.742212378	6.484758167	0.25745421	nonDEG	OG0000611	K00858	ppnK; NAD+ kinase [EC:2.7.1.23]
PSPTO_3794	1.916754136	4.069832954	-2.153078818	down	OG0000259		
PSPTO_3795	6.455991805	8.25347407	-1.797482266	down	OG0007726		
PSPTO_3796	3.908157554	5.392670342	-1.484512788	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_3797	3.938804205	5.15428454	-1.215480334	down	OG0002711	K09977	uncharacterized protein
PSPTO_3798	6.106937897	6.07692941	0.030008487	nonDEG	OG0001012	K03893	arsB; arsenical pump membrane protein
PSPTO_3799	7.229933376	6.711245947	0.51868743	nonDEG	OG0000811	K08223	"fsr; MFS transporter, FSR family, fosmidomycin resistance protein"
PSPTO_3801	4.465303058	5.085219709	-0.619916651	nonDEG	OG0000017	K03762	"proP; MFS transporter, MHS family, proline/betaine transporter"
PSPTO_3802	6.081506883	7.075898551	-0.994391668	nonDEG	OG0000706	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
PSPTO_3803	5.500170116	6.034264622	-0.534094506	nonDEG	OG0001945	K00219	"fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
PSPTO_3804	7.20830151	8.08194738	-0.87364587	nonDEG	OG0003261		
PSPTO_3805	4.826015613	6.329587643	-1.503572031	down	OG0003260		
PSPTO_3806	4.001884993	4.423019445	-0.421134452	nonDEG	OG0000242	K01754	E4.3.1.19; threonine dehydratase [EC:4.3.1.19]
PSPTO_3807	7.053557065	6.756103966	0.297453099	nonDEG	OG0002601		
PSPTO_3808	3.357333885	2.764856281	0.592477604	nonDEG	OG0000776		
PSPTO_3809	7.014402018	5.470319716	1.544082302	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_3810	8.406111215	7.364841712	1.041269504	up	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
PSPTO_3811	8.750157057	7.560722482	1.189434574	up	OG0000794	K00764	purF; amidophosphoribosyltransferase [EC:2.4.2.14]
PSPTO_3812	6.631711351	7.156953621	-0.52524227	nonDEG	OG0001631	K03558	cvpA; membrane protein required for colicin V production
PSPTO_3813	7.120038578	7.084396214	0.035642364	nonDEG	OG0001941	K03749	dedD; DedD protein
PSPTO_3814	6.156383638	6.144827024	0.011556614	nonDEG	OG0000793	K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
PSPTO_3815	7.196282753	6.04145479	1.154827963	up	OG0001142	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
PSPTO_3816	6.739231819	5.744678942	0.994552878	nonDEG	OG0001000	K01817	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
PSPTO_3817	5.913549626	5.620992551	0.292557075	nonDEG	OG0000700	K06173	truA; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
PSPTO_3818	8.929745321	9.283205321	-0.35346	nonDEG	OG0001497	K08086	fimV; pilus assembly protein FimV
PSPTO_3819	6.26356324	7.09432894	-0.8307657	nonDEG	OG0000413	K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
PSPTO_3820	3.287212817	3.282861218	0.004351599	nonDEG	OG0002770	K09986	uncharacterized protein
PSPTO_3821	6.086480408	7.025146642	-0.938666234	nonDEG	OG0003551		
PSPTO_3822	5.90562642	6.60668108	-0.70105466	nonDEG	OG0001341		
PSPTO_3823	4.63559542	5.267596361	-0.632000942	nonDEG	OG0001395	K06895	lysE; L-lysine exporter family protein LysE/ArgO
PSPTO_3824	5.724601518	5.022198732	0.702402786	nonDEG	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
PSPTO_3825	6.729506792	7.016928788	-0.287421997	nonDEG	OG0003591	K02676	pilZ; type IV pilus assembly protein PilZ
PSPTO_3826	5.544281606	5.051153046	0.49312856	nonDEG	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
PSPTO_3827	5.895951806	6.065401763	-0.169449957	nonDEG	OG0001233	K00943	tmk; dTMP kinase [EC:2.7.4.9]
PSPTO_3828	6.027008255	6.442800426	-0.415792171	nonDEG	OG0000986	K07082	UPF0755 protein
PSPTO_3829	7.049711268	5.956139355	1.093571913	up	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
PSPTO_3830	7.943229209	6.904676345	1.038552864	up	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
PSPTO_3831	11.49744246	11.98996116	-0.492518693	nonDEG	OG0000688	K02078	acpP; acyl carrier protein
PSPTO_3832	9.376084809	8.667182626	0.708902183	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_3833	9.24672055	8.428589555	0.818130995	nonDEG	OG0000424	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
PSPTO_3834	6.43675798	5.528998862	0.907759118	nonDEG	OG0001864	K03621	plsX; phosphate acyltransferase [EC:2.3.1.274]
PSPTO_3835	8.194866249	7.839294359	0.355571889	nonDEG	OG0001340	K02911	RP-L32; large subunit ribosomal protein L32
PSPTO_3836	10.92191243	10.52027494	0.401637484	nonDEG	OG0002071	K07040	uncharacterized protein
PSPTO_3837	6.414495808	6.798466465	-0.383970657	nonDEG	OG0000299	K06287	maf; septum formation protein
PSPTO_3838	6.301129016	6.167309698	0.133819318	nonDEG	OG0001232	K04773	sppA; protease IV [EC:3.4.21.-]
PSPTO_3839	3.824015107	4.469374012	-0.645358904	nonDEG	OG0002070	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
PSPTO_3840	6.432065162	6.671926072	-0.23986091	nonDEG	OG0001725	K06179	rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]
PSPTO_3841	11.36063562	9.782697333	1.577938285	up	OG0000378	K08301	rng; ribonuclease G [EC:3.1.26.-]
PSPTO_3842	4.945902654	5.183518963	-0.237616309	nonDEG	OG0000804	K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
PSPTO_3843	3.951931034	3.245352932	0.706578102	nonDEG	OG0000708	K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
PSPTO_3844	5.338229556	6.344023004	-1.005793448	down	OG0002141	K09791	uncharacterized protein
PSPTO_3845	6.499796479	6.369047788	0.130748691	nonDEG	OG0001388	K00912	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
PSPTO_3846	6.436906345	6.455684032	-0.018777686	nonDEG	OG0000089	K03559	exbD; biopolymer transport protein ExbD
PSPTO_3847	5.687153399	4.328678541	1.358474858	up	OG0001766	K03561	exbB; biopolymer transport protein ExbB
PSPTO_3848	3.074940414	3.882088181	-0.807147767	nonDEG	OG0000631	K02238	comEC; competence protein ComEC
PSPTO_3849	5.396892781	3.838078806	1.558813976	up	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
PSPTO_3850	2.084475378	2.326306388	-0.241831011	nonDEG	OG0004017		
PSPTO_3851	5.497116324	5.445547935	0.051568388	nonDEG	OG0005192		
PSPTO_3852	2.37274468	3.125378922	-0.752634242	nonDEG	OG0003648		
PSPTO_3853	3.582336838	3.4544583	0.127878538	nonDEG	OG0003648		
PSPTO_3854	4.13138683	3.983198247	0.148188584	nonDEG	OG0000733	K01992	ABC-2.P; ABC-2 type transport system permease protein
PSPTO_3855	7.278785533	6.830602684	0.448182849	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
