KO	category-1	category-2	category-3	category-4	N of genes
K02660	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	pilJ; twitching motility protein PilJ	1
K02660	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilJ; twitching motility protein PilJ	1
K02660	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilJ; twitching motility protein PilJ	1
K02662	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilM; type IV pilus assembly protein PilM	1
K02662	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilM; type IV pilus assembly protein PilM	1
K02663	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilN; type IV pilus assembly protein PilN	1
K02663	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilN; type IV pilus assembly protein PilN	1
K02664	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilO; type IV pilus assembly protein PilO	1
K02664	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilO; type IV pilus assembly protein PilO	1
K02665	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilP; type IV pilus assembly protein PilP	1
K02665	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilP; type IV pilus assembly protein PilP	1
K02666	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilQ; type IV pilus assembly protein PilQ	2
K02666	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilQ; type IV pilus assembly protein PilQ	2
K02667	Environmental Information Processing	Two-component system	Two-component system	pilR, pehR; two-component system, NtrC family, response regulator PilR	22
K02667	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilR, pehR; two-component system, NtrC family, response regulator PilR	22
K02667	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	pilR, pehR; two-component system, NtrC family, response regulator PilR	22
K02668	Environmental Information Processing	Two-component system	Two-component system	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	1
K02668	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	1
K02668	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	1
K02668	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	1
K02671	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilV; type IV pilus assembly protein PilV	1
K02671	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilV; type IV pilus assembly protein PilV	1
K02672	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilW; type IV pilus assembly protein PilW	1
K02672	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilW; type IV pilus assembly protein PilW	1
K02673	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilX; type IV pilus assembly protein PilX	1
K02673	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilX; type IV pilus assembly protein PilX	1
K02674	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilY1; type IV pilus assembly protein PilY1	1
K02674	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilY1; type IV pilus assembly protein PilY1	1
K02676	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilZ; type IV pilus assembly protein PilZ	1
K02676	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilZ; type IV pilus assembly protein PilZ	1
K02687	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]	1
K02742	Not Included in Pathway or Brite	General function prediction only	General function prediction only	sprT; SprT protein	1
K02769	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02769	Environmental Information Processing	Phosphotransferase system (PTS)	Phosphotransferase system (PTS)	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02769	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02805	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	3
K02806	Environmental Information Processing	Phosphotransferase system (PTS)	Phosphotransferase system (PTS)	PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]	1
K02806	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]	1
K02824	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	pyrP, uraA; uracil permease	1
K02825	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K02825	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K02834	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rbfA; ribosome-binding factor A	1
K02835	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	prfA, MTRF1, MRF1; peptide chain release factor 1	1
K02836	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	prfB; peptide chain release factor 2	1
K02837	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	prfC; peptide chain release factor 3	1
K02838	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	frr, MRRF, RRF; ribosome recycling factor	1
K02841	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	waaC, rfaC; heptosyltransferase I [EC:2.4.-.-]	1
K02841	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	waaC, rfaC; heptosyltransferase I [EC:2.4.-.-]	1
K02841	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	waaC, rfaC; heptosyltransferase I [EC:2.4.-.-]	1
K02843	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	waaF, rfaF; heptosyltransferase II [EC:2.4.-.-]	1
K02843	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	waaF, rfaF; heptosyltransferase II [EC:2.4.-.-]	1
K02843	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	waaF, rfaF; heptosyltransferase II [EC:2.4.-.-]	1
K02844	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1
K02844	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1
K02844	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	1
K02846	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]	1
K02848	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	waaP, rfaP; heptose I phosphotransferase [EC:2.7.1.-]	1
K02848	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	waaP, rfaP; heptose I phosphotransferase [EC:2.7.1.-]	1
K02860	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rimM; 16S rRNA processing protein RimM	1
K02863	Genetic Information Processing	Ribosome	Ribosome	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1	1
K02863	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1	1
K02864	Genetic Information Processing	Ribosome	Ribosome	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10	1
K02864	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10	1
K02867	Genetic Information Processing	Ribosome	Ribosome	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	1
K02867	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	1
K02871	Genetic Information Processing	Ribosome	Ribosome	RP-L13, MRPL13, rplM; large subunit ribosomal protein L13	1
K02871	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L13, MRPL13, rplM; large subunit ribosomal protein L13	1
K02874	Genetic Information Processing	Ribosome	Ribosome	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	1
K02874	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	1
K02876	Genetic Information Processing	Ribosome	Ribosome	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15	1
K02876	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15	1
K02878	Genetic Information Processing	Ribosome	Ribosome	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16	1
K02878	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16	1
K02879	Genetic Information Processing	Ribosome	Ribosome	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17	1
K02879	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17	1
K02881	Genetic Information Processing	Ribosome	Ribosome	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18	1
K02881	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18	1
K02884	Genetic Information Processing	Ribosome	Ribosome	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19	1
K02884	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19	1
K02886	Genetic Information Processing	Ribosome	Ribosome	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2	1
K02886	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2	1
K02887	Genetic Information Processing	Ribosome	Ribosome	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20	1
K02887	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20	1
K02888	Genetic Information Processing	Ribosome	Ribosome	RP-L21, MRPL21, rplU; large subunit ribosomal protein L21	1
K02888	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L21, MRPL21, rplU; large subunit ribosomal protein L21	1
K02890	Genetic Information Processing	Ribosome	Ribosome	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	1
K02890	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	1
K02892	Genetic Information Processing	Ribosome	Ribosome	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02892	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02895	Genetic Information Processing	Ribosome	Ribosome	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02895	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02897	Genetic Information Processing	Ribosome	Ribosome	RP-L25, rplY; large subunit ribosomal protein L25	1
K02897	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L25, rplY; large subunit ribosomal protein L25	1
K02899	Genetic Information Processing	Ribosome	Ribosome	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02899	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02902	Genetic Information Processing	Ribosome	Ribosome	RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28	1
K02902	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28	1
K02904	Genetic Information Processing	Ribosome	Ribosome	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02904	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02906	Genetic Information Processing	Ribosome	Ribosome	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02906	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02907	Genetic Information Processing	Ribosome	Ribosome	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02907	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02909	Genetic Information Processing	Ribosome	Ribosome	RP-L31, rpmE; large subunit ribosomal protein L31	2
K02909	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L31, rpmE; large subunit ribosomal protein L31	2
K02911	Genetic Information Processing	Ribosome	Ribosome	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02911	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02911	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02913	Genetic Information Processing	Ribosome	Ribosome	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33	1
K02913	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33	1
K02914	Genetic Information Processing	Ribosome	Ribosome	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02914	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02916	Genetic Information Processing	Ribosome	Ribosome	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02916	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02919	Genetic Information Processing	Ribosome	Ribosome	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	1
K02919	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	1
K02926	Genetic Information Processing	Ribosome	Ribosome	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02926	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02931	Genetic Information Processing	Ribosome	Ribosome	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02931	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02933	Genetic Information Processing	Ribosome	Ribosome	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02933	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02935	Genetic Information Processing	Ribosome	Ribosome	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12	1
K02935	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12	1
K02939	Genetic Information Processing	Ribosome	Ribosome	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02939	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02945	Genetic Information Processing	Ribosome	Ribosome	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02945	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02946	Genetic Information Processing	Ribosome	Ribosome	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10	1
