	PSPTO_ID	OG	KO id	KO description
Pto|3408	PSPTO_3483	OG0005965		
Pto|3409	PSPTO_3484	OG0005964		
Pto|3410	PSPTO_3485	OG0002502		
Pto|3412	PSPTO_3487	OG0000341	K06204	dksA; DnaK suppressor protein
Pto|3413	PSPTO_3488	OG0000084	K10440	rbsC; ribose transport system permease protein
Pto|3414	PSPTO_3489	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
Pto|3415	PSPTO_3490	OG0000115	K10439	rbsB; ribose transport system substrate-binding protein
Pto|3417	PSPTO_3492	OG0001067	K03810	mviM; virulence factor
Pto|3418	PSPTO_3493	OG0004533	K06605	iolH; myo-inositol catabolism protein IolH
Pto|3419	PSPTO_3494	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
Pto|3420	PSPTO_3495	OG0002707	K03336	"iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]"
Pto|3421	PSPTO_3496	OG0004329	K06606	iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]
Pto|3422	PSPTO_3497	OG0000324	K00140	mmsA; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
Pto|3423	PSPTO_3498	OG0002706	K03337	iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
Pto|3424	PSPTO_3499	OG0001311	K03335	iolE; inosose dehydratase [EC:4.2.1.44]
Pto|3425	PSPTO_3500	OG0003027	K03338	iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
Pto|3426	PSPTO_3501	OG0001436		
Pto|3427	PSPTO_3502	OG0002745	K07027	glycosyltransferase 2 family protein
Pto|3428	PSPTO_3503	OG0002744	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
Pto|3429	PSPTO_3504	OG0001322	K18353	vanJ; vancomycin resistance protein VanJ
Pto|3430	PSPTO_3505	OG0000333	K12262	cybB; cytochrome b561
Pto|3431	PSPTO_3506	OG0001869	K03783	punA; purine-nucleoside phosphorylase [EC:2.4.2.1]
Pto|3432	PSPTO_3507	OG0000594	K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
Pto|3433	PSPTO_3508	OG0000454		
Pto|3435	PSPTO_3510	OG0000196	K01356	lexA; repressor LexA [EC:3.4.21.88]
Pto|3436	PSPTO_3511	OG0002989	K13053	sulA; cell division inhibitor SulA
Pto|3437	PSPTO_3512	OG0003370		
Pto|3438	PSPTO_3513	OG0002988		
Pto|3439	PSPTO_3514	OG0001040	K03168	topA; DNA topoisomerase I [EC:5.99.1.2]
Pto|3440	PSPTO_3515	OG0002421		
Pto|3441	PSPTO_3516	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Pto|3442	PSPTO_3517	OG0000099	K00074	paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
Pto|3443	PSPTO_3518			
Pto|3444	PSPTO_3519	OG0002987		
Pto|3445	PSPTO_3520	OG0000149	K06149	uspA; universal stress protein A
Pto|3446	PSPTO_3521	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
Pto|3447	PSPTO_3522	OG0000296	K08309	slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
Pto|3448	PSPTO_3523	OG0002122	K07140	uncharacterized protein
Pto|3449	PSPTO_3524	OG0000445	K03415	"cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
Pto|3450	PSPTO_3525	OG0003245		
Pto|3451	PSPTO_3526	OG0000009	K07687	"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB"
Pto|3452	PSPTO_3527	OG0000307	K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
Pto|3454	PSPTO_3529	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
Pto|3455	PSPTO_3530	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
Pto|3456	PSPTO_3531	OG0000327	K01991	wza; polysaccharide biosynthesis/export protein
Pto|3457	PSPTO_3532	OG0004354	K20998	pslE; polysaccharide biosynthesis protein PslE
Pto|3458	PSPTO_3533	OG0003074	K20999	pslF; polysaccharide biosynthesis protein PslF
Pto|3459	PSPTO_3534	OG0004355	K21000	pslG; polysaccharide biosynthesis protein PslG
Pto|3460	PSPTO_3535	OG0003888	K21001	pslH; polysaccharide biosynthesis protein PslH
Pto|3461	PSPTO_3536	OG0000014	K14335	"pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
Pto|3462	PSPTO_3537	OG0004356	K21003	pslJ; polysaccharide biosynthesis protein PslJ
Pto|3463	PSPTO_3538	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
Pto|3464	PSPTO_3539	OG0004924	K21004	pslK; polysaccharide biosynthesis protein PslK
Pto|3467	PSPTO_3542			
Pto|3468	PSPTO_3543	OG0003024		
Pto|3469	PSPTO_3544	OG0003918		
Pto|3470	PSPTO_3545	OG0000403		
Pto|3472	PSPTO_3547	OG0004293		
Pto|3473	PSPTO_3548	OG0001218		
Pto|3474	PSPTO_3549	OG0000025	K19736	"aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
Pto|3475	PSPTO_3550	OG0002448	K01555	FAH; fumarylacetoacetase [EC:3.7.1.2]
Pto|3476	PSPTO_3551	OG0001821	K00451	"HGD; homogentisate 1,2-dioxygenase [EC:1.13.11.5]"
Pto|3477	PSPTO_3552	OG0003012		
Pto|3478	PSPTO_3553	OG0000541	K00457	HPD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
Pto|3479	PSPTO_3554	OG0002206		
Pto|3480	PSPTO_3555	OG0000229	K00104	glcD; glycolate oxidase [EC:1.1.3.15]
Pto|3481	PSPTO_3556	OG0003101	K11472	glcE; glycolate oxidase FAD binding subunit
Pto|3482	PSPTO_3558	OG0000885		
Pto|3483	PSPTO_3559	OG0001524	K01638	aceB; malate synthase [EC:2.3.3.9]
Pto|3484	PSPTO_3560			
Pto|3485	PSPTO_3561	OG0000798		
Pto|3487	PSPTO_3563	OG0001144	K06145	"gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor"
Pto|3488	PSPTO_3564	OG0001707	K00851	E2.7.1.12; gluconokinase [EC:2.7.1.12]
Pto|3489	PSPTO_3565	OG0000349	K03299	"TC.GNTP; gluconate:H+ symporter, GntP family"
Pto|3490	PSPTO_3566	OG0000411	K03563	csrA; carbon storage regulator
Pto|3493	PSPTO_3569	OG0001567		
Pto|3494	PSPTO_3570	OG0003159		
Pto|3496	PSPTO_3572	OG0000709	K06889	uncharacterized protein
Pto|3497	PSPTO_3573	OG0000109		
Pto|3498	PSPTO_3574	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Pto|3499	PSPTO_3575	OG0003778		
Pto|3500	PSPTO_3576	OG0000025	K19736	"aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
Pto|3501	PSPTO_3577	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3502	PSPTO_3578	OG0002372		
Pto|3503	PSPTO_3579	OG0001202		
Pto|3504	PSPTO_3580	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3505	PSPTO_3581	OG0003451		
Pto|3506	PSPTO_3582	OG0000233	K03781	katE; catalase [EC:1.11.1.6]
Pto|3508	PSPTO_3584	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
Pto|3510	PSPTO_3586	OG0001574		
Pto|3511	PSPTO_3587	OG0001706		
Pto|3512	PSPTO_3588	OG0000518	K06998	"phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
Pto|3513	PSPTO_3589	OG0000685		
Pto|3514	PSPTO_3590	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
Pto|3515	PSPTO_3591	OG0000363	K05786	rarD; chloramphenicol-sensitive protein RarD
Pto|3516	PSPTO_3592	OG0000418	K06916	zapE; cell division protein ZapE
Pto|3517	PSPTO_3593	OG0000619	K03321	"TC.SULP; sulfate permease, SulP family"
Pto|3518	PSPTO_3594	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
Pto|3519	PSPTO_3595	OG0000273	K10778	"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"
Pto|3520	PSPTO_3596	OG0002385	K07243	FTR; high-affinity iron transporter
Pto|3521	PSPTO_3597	OG0001646	K07224	efeO; iron uptake system component EfeO
Pto|3522	PSPTO_3598	OG0001962	K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]
Pto|3523	PSPTO_3599	OG0001646	K07224	efeO; iron uptake system component EfeO
Pto|3526	PSPTO_3602	OG0004634		
Pto|3527	PSPTO_3603	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
Pto|3528	PSPTO_3604	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
Pto|3529	PSPTO_3605	OG0003316		
Pto|3537	PSPTO_3615	OG0003847		
Pto|3538	PSPTO_3616	OG0004390		
Pto|3540	PSPTO_3618	OG0001229		
Pto|3542	PSPTO_3620	OG0000555		
Pto|3543	PSPTO_3621	OG0002765		
Pto|3544	PSPTO_3624	OG0001044	K10716	kch; voltage-gated potassium channel
Pto|3545	PSPTO_3625	OG0000503	K02048	cysP; sulfate transport system substrate-binding protein
Pto|3546	PSPTO_3626	OG0003387		
Pto|3547	PSPTO_3628	OG0001813	K02200	ccmH; cytochrome c-type biogenesis protein CcmH
Pto|3548	PSPTO_3629	OG0000110	K02199	"ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
Pto|3549	PSPTO_3630	OG0001673	K02198	ccmF; cytochrome c-type biogenesis protein CcmF
Pto|3552	PSPTO_3633	OG0001672	K02195	ccmC; heme exporter protein C
Pto|3553	PSPTO_3634	OG0001990	K02194	ccmB; heme exporter protein B
Pto|3554	PSPTO_3635	OG0001426	K02193	ccmA; heme exporter protein A [EC:3.6.3.41]
Pto|3555	PSPTO_3636	OG0003386		
Pto|3556	PSPTO_3637	OG0002686	K04061	flhB2; flagellar biosynthesis protein
Pto|3557	PSPTO_3638	OG0000784	K06187	recR; recombination protein RecR
Pto|3558	PSPTO_3639	OG0000006		
Pto|3559	PSPTO_3640	OG0004143		
Pto|3560	PSPTO_3641	OG0000186	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
Pto|3562	PSPTO_3644	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Pto|3563	PSPTO_3645	OG0001251	K09747	uncharacterized protein
Pto|3564	PSPTO_3646	OG0000783	K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
Pto|3565	PSPTO_3647	OG0003228		
Pto|3566	PSPTO_3648	OG0002690	K01114	plc; phospholipase C [EC:3.1.4.3]
Pto|3568	PSPTO_3650	OG0002449	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family
Pto|3571	PSPTO_3654	OG0001850	K00657	speG; diamine N-acetyltransferase [EC:2.3.1.57]
Pto|3572	PSPTO_3655	OG0002586		
Pto|3573	PSPTO_3656	OG0000692	K01972	E6.5.1.2; DNA ligase (NAD+) [EC:6.5.1.2]
Pto|3574	PSPTO_3657	OG0001923	K03528	zipA; cell division protein ZipA
Pto|3575	PSPTO_3658	OG0001250	K03529	smc; chromosome segregation protein
Pto|3576	PSPTO_3659	OG0002883		
Pto|3577	PSPTO_3660	OG0002585	K13481	xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]
Pto|3578	PSPTO_3661	OG0002341	K13482	xdhB; xanthine dehydrogenase large subunit [EC:1.17.1.4]
Pto|3579	PSPTO_3662	OG0002584	K07402	xdhC; xanthine dehydrogenase accessory factor
Pto|3580	PSPTO_3663	OG0001619	K01487	E3.5.4.3; guanine deaminase [EC:3.5.4.3]
Pto|3581	PSPTO_3664	OG0000028	K11475	"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
Pto|3582	PSPTO_3665	OG0001139	K07127	uraH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]
Pto|3583	PSPTO_3666	OG0001628	K16842	hpxB; allantoinase [EC:3.5.2.5]
Pto|3584	PSPTO_3667	OG0001937	K13485	PRHOXNB; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]
Pto|3585	PSPTO_3668	OG0002890	K01477	alc; allantoicase [EC:3.5.3.4]
Pto|3586	PSPTO_3669	OG0002349	K01483	allA; ureidoglycolate lyase [EC:4.3.2.3]
Pto|3587	PSPTO_3670	OG0002889		
Pto|3588	PSPTO_3671	OG0001752		
Pto|3589	PSPTO_3672	OG0001298	K09781	uncharacterized protein
Pto|3591	PSPTO_3674	OG0000027	K03719	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
Pto|3592	PSPTO_3675	OG0000706	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
Pto|3593	PSPTO_3676	OG0003668		
Pto|3594	PSPTO_3677	OG0001729		
Pto|3595	PSPTO_3678	OG0000254		
Pto|3597	PSPTO_3680	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3599	PSPTO_3682	OG0002531		
Pto|3600	PSPTO_3683	OG0001683		
Pto|3602	PSPTO_3685	OG0006421	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3603	PSPTO_3686	OG0000571		
Pto|3604	PSPTO_3687	OG0000697		
Pto|3605	PSPTO_3688	OG0003285		
Pto|3606	PSPTO_3689	OG0001871	K06876	deoxyribodipyrimidine photolyase-related protein
Pto|3607	PSPTO_3690	OG0004909		
Pto|3608	PSPTO_3691	OG0003493		
Pto|3609	PSPTO_3692	OG0000198	K16088	TC.FEV.OM1; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
Pto|3610	PSPTO_3693			
Pto|3611	PSPTO_3694	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
Pto|3612	PSPTO_3695	OG0000069	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
Pto|3613	PSPTO_3696	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
Pto|3615	PSPTO_3698	OG0000417	K09017	rutR; TetR/AcrR family transcriptional regulator
Pto|3616	PSPTO_3699	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3617	PSPTO_3700	OG0000227	K06221	"dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]"
Pto|3618	PSPTO_3701	OG0001248	K16074	zntB; zinc transporter
Pto|3619	PSPTO_3702	OG0000398	K03306	"TC.PIT; inorganic phosphate transporter, PiT family"
Pto|3620	PSPTO_3703	OG0000117	K03543	"emrA; membrane fusion protein, multidrug efflux system"
Pto|3621	PSPTO_3704	OG0002356		
Pto|3622	PSPTO_3705	OG0001155	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Pto|3623	PSPTO_3706	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
Pto|3624	PSPTO_3707	OG0003448		
Pto|3625	PSPTO_3708	OG0000434	K19784	"chrR; chromate reductase, NAD(P)H dehydrogenase (quinone)"
Pto|3626	PSPTO_3709	OG0003442		
Pto|3627	PSPTO_3710	OG0002709	K16704	"rffC; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
Pto|3628	PSPTO_3711	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
Pto|3629	PSPTO_3712	OG0000558	K03469	rnhA; ribonuclease HI [EC:3.1.26.4]
Pto|3630	PSPTO_3713	OG0002461		
Pto|3631	PSPTO_3714	OG0001828	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
Pto|3632	PSPTO_3715	OG0000557	K08307	mltD; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
Pto|3633	PSPTO_3716	OG0000419	K13893	yejA; microcin C transport system substrate-binding protein
Pto|3634	PSPTO_3717	OG0000419	K13893	yejA; microcin C transport system substrate-binding protein
Pto|3635	PSPTO_3718	OG0001009	K13894	yejB; microcin C transport system permease protein
Pto|3636	PSPTO_3719	OG0001008	K13895	yejE; microcin C transport system permease protein
Pto|3637	PSPTO_3720	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|3638	PSPTO_3721	OG0001872	K00208	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
Pto|3639	PSPTO_3722	OG0000093	K03769	ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
Pto|3640	PSPTO_3723	OG0000074	K03530	hupB; DNA-binding protein HU-beta
Pto|3641	PSPTO_3724	OG0000288	K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]
Pto|3642	PSPTO_3725	OG0000705	K03544	clpX; ATP-dependent Clp protease ATP-binding subunit ClpX
Pto|3643	PSPTO_3726	OG0000451	K01358	"clpP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
Pto|3644	PSPTO_3727	OG0001005	K03545	tig; trigger factor
Pto|3645	PSPTO_3728			
Pto|3646	PSPTO_3729			
Pto|3647	PSPTO_3730			
Pto|3649	PSPTO_3732			
Pto|3650	PSPTO_3733	OG0000576	K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
Pto|3652	PSPTO_3735	OG0002915	K17321	glpV; glycerol transport system substrate-binding protein
Pto|3656	PSPTO_3739	OG0002912	K17325	glpT; glycerol transport system ATP-binding protein
Pto|3657	PSPTO_3740	OG0002911	K17324	glpS; glycerol transport system ATP-binding protein
Pto|3658	PSPTO_3741	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
Pto|3659	PSPTO_3742	OG0001006	K01883	CARS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
Pto|3660	PSPTO_3743	OG0001636	K01886	QARS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
Pto|3661	PSPTO_3744	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
Pto|3662	PSPTO_3745	OG0001502	K03269	"lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
Pto|3664	PSPTO_3747	OG0000038	K03446	"emrB; MFS transporter, DHA2 family, multidrug resistance protein"
Pto|3665	PSPTO_3748	OG0000117	K03543	"emrA; membrane fusion protein, multidrug efflux system"
Pto|3666	PSPTO_3749	OG0000011	K06075	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
Pto|3667	PSPTO_3750	OG0001771	K06169	miaE; tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]
Pto|3668	PSPTO_3751	OG0002612	K06938	uncharacterized protein
Pto|3669	PSPTO_3752	OG0001769	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
Pto|3671	PSPTO_3754	OG0004350		
Pto|3672	PSPTO_3755	OG0002458		
Pto|3673	PSPTO_3756	OG0000259		
Pto|3674	PSPTO_3757	OG0002152	K15371	GDH2; glutamate dehydrogenase [EC:1.4.1.2]
Pto|3675	PSPTO_3758	OG0002384	K10221	"ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"
Pto|3676	PSPTO_3759	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
Pto|3677	PSPTO_3760	OG0000260		
Pto|3678	PSPTO_3761	OG0002151		
Pto|3679	PSPTO_3762	OG0001011	K07114	yfbK; Ca-activated chloride channel homolog
Pto|3680	PSPTO_3763	OG0002150	K07114	yfbK; Ca-activated chloride channel homolog
Pto|3681	PSPTO_3764	OG0001767		
Pto|3682	PSPTO_3765	OG0001508	K03547	sbcD; DNA repair protein SbcD/Mre11
Pto|3683	PSPTO_3766	OG0001266	K03546	sbcC; DNA repair protein SbcC/Rad50
Pto|3684	PSPTO_3767			
Pto|3685	PSPTO_3768	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
Pto|3686	PSPTO_3769	OG0003280		
Pto|3687	PSPTO_3770	OG0002753		
Pto|3688	PSPTO_3771	OG0000080		
Pto|3689	PSPTO_3772	OG0002498	K13875	araC; L-arabonate dehydrase [EC:4.2.1.25]
Pto|3690	PSPTO_3773	OG0001332	K19776	"dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor"
Pto|3693	PSPTO_3776			
Pto|3694	PSPTO_3777	OG0000209	K07003	uncharacterized protein
Pto|3695	PSPTO_3778	OG0000537		
Pto|3696	PSPTO_3779	OG0001819		
Pto|3697	PSPTO_3780	OG0002555		
Pto|3698	PSPTO_3781	OG0003662		
Pto|3699	PSPTO_3782	OG0002836	K08989	putative membrane protein
Pto|3700	PSPTO_3783	OG0005229		
Pto|3701	PSPTO_3784	OG0006709	K10716	kch; voltage-gated potassium channel
Pto|3702	PSPTO_3785	OG0003161		
Pto|3703	PSPTO_3786	OG0004495		
Pto|3704	PSPTO_3787	OG0005230	K09980	uncharacterized protein
Pto|3705	PSPTO_3788	OG0000746	K01256	pepN; aminopeptidase N [EC:3.4.11.2]
Pto|3706	PSPTO_3789	OG0002465		
Pto|3707	PSPTO_3790	OG0002713	K09916	uncharacterized protein
Pto|3708	PSPTO_3791	OG0002220	K02441	glpG; GlpG protein
Pto|3709	PSPTO_3792	OG0002712		
Pto|3710	PSPTO_3793	OG0000611	K00858	ppnK; NAD+ kinase [EC:2.7.1.23]
Pto|3711	PSPTO_3794	OG0000259		
Pto|3712	PSPTO_3795	OG0007726		
Pto|3713	PSPTO_3796	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|3714	PSPTO_3797	OG0002711	K09977	uncharacterized protein
Pto|3715	PSPTO_3798	OG0001012	K03893	arsB; arsenical pump membrane protein
Pto|3716	PSPTO_3799	OG0000811	K08223	"fsr; MFS transporter, FSR family, fosmidomycin resistance protein"
Pto|3718	PSPTO_3801	OG0000017	K03762	"proP; MFS transporter, MHS family, proline/betaine transporter"
Pto|3719	PSPTO_3802	OG0000706	K01505	E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
Pto|3720	PSPTO_3803	OG0001945	K00219	"fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
Pto|3721	PSPTO_3804	OG0003261		
Pto|3722	PSPTO_3805	OG0003260		
Pto|3723	PSPTO_3806	OG0000242	K01754	E4.3.1.19; threonine dehydratase [EC:4.3.1.19]
Pto|3724	PSPTO_3807	OG0002601		
Pto|3725	PSPTO_3808	OG0000776		
Pto|3726	PSPTO_3809	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Pto|3727	PSPTO_3810	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
Pto|3728	PSPTO_3811	OG0000794	K00764	purF; amidophosphoribosyltransferase [EC:2.4.2.14]
Pto|3729	PSPTO_3812	OG0001631	K03558	cvpA; membrane protein required for colicin V production
Pto|3730	PSPTO_3813	OG0001941	K03749	dedD; DedD protein
Pto|3731	PSPTO_3814	OG0000793	K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
Pto|3732	PSPTO_3815	OG0001142	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
Pto|3733	PSPTO_3816	OG0001000	K01817	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
Pto|3734	PSPTO_3817	OG0000700	K06173	truA; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
Pto|3735	PSPTO_3818	OG0001497	K08086	fimV; pilus assembly protein FimV
Pto|3736	PSPTO_3819	OG0000413	K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
Pto|3737	PSPTO_3820	OG0002770	K09986	uncharacterized protein
Pto|3738	PSPTO_3821	OG0003551		
Pto|3739	PSPTO_3822	OG0001341		
Pto|3740	PSPTO_3823	OG0001395	K06895	lysE; L-lysine exporter family protein LysE/ArgO
Pto|3741	PSPTO_3824	OG0000194	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
Pto|3742	PSPTO_3825	OG0003591	K02676	pilZ; type IV pilus assembly protein PilZ
Pto|3743	PSPTO_3826	OG0000987	K02341	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
Pto|3744	PSPTO_3827	OG0001233	K00943	tmk; dTMP kinase [EC:2.7.4.9]
Pto|3745	PSPTO_3828	OG0000986	K07082	UPF0755 protein
Pto|3746	PSPTO_3829	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
Pto|3747	PSPTO_3830	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
Pto|3748	PSPTO_3831	OG0000688	K02078	acpP; acyl carrier protein
Pto|3749	PSPTO_3832	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Pto|3750	PSPTO_3833	OG0000424	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
Pto|3751	PSPTO_3834	OG0001864	K03621	plsX; phosphate acyltransferase [EC:2.3.1.274]
Pto|3752	PSPTO_3835	OG0001340	K02911	RP-L32; large subunit ribosomal protein L32
Pto|3753	PSPTO_3836	OG0002071	K07040	uncharacterized protein
Pto|3754	PSPTO_3837	OG0000299	K06287	maf; septum formation protein
Pto|3755	PSPTO_3838	OG0001232	K04773	sppA; protease IV [EC:3.4.21.-]
Pto|3756	PSPTO_3839	OG0002070	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
Pto|3757	PSPTO_3840	OG0001725	K06179	rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]
Pto|3758	PSPTO_3841	OG0000378	K08301	rng; ribonuclease G [EC:3.1.26.-]
Pto|3759	PSPTO_3842	OG0000804	K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
Pto|3760	PSPTO_3843	OG0000708	K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
